latent_dim,user_norm_mean,user_norm_std,user_norm_min,user_norm_median,user_norm_max,user_norm_mean_per_sqrt_dim,item_norm_mean,item_norm_std,item_norm_min,item_norm_median,item_norm_max,item_norm_mean_per_sqrt_dim,score_mean,score_std,score_min,score_median,score_max
8,0.37424795296043156,0.18251804189134646,0.0,0.35843417048454285,1.1587231159210205,0.1323166326917526,0.8671715043485164,0.17829791869286507,0.4334522485733032,0.8526383340358734,1.2969852685928345,0.3065914255882878,-0.6691372020575567,0.30295000282354173,-1.9963659048080444,-0.6913958191871643,0.62347811460495
16,0.33861053960705784,0.1359930972082503,1.7260993253210427e-13,0.3393130749464035,0.793237030506134,0.08465263490176446,0.6969065204262733,0.12510100732819554,0.40945881605148315,0.6881276667118073,1.0251561403274536,0.17422663010656833,-0.40079020509999247,0.12792681523854543,-1.0718679428100586,-0.4117773175239563,0.20776745676994324
32,0.552742710183631,0.22616878148415773,0.0,0.5504923164844513,1.2561174631118774,0.097712029655569,1.240009017586708,0.14664902340488226,0.7988260984420776,1.2352678179740906,1.5999354124069214,0.2192046962670075,-0.6373708989299927,0.31011996622674587,-2.0534250736236572,-0.6448836922645569,0.8052583336830139
64,0.9778758968561888,0.3831143187180037,0.0,0.9814095199108124,2.247060775756836,0.1222344871070236,2.2588016963005066,0.2713716566546494,1.7005265951156616,2.2111172676086426,3.0440714359283447,0.28235021203756333,-0.7031761018860713,0.4642420285072564,-3.0541136264801025,-0.7172827422618866,2.271308422088623
