epoch,train_loss,validation_purchase_recall_at_10,validation_purchase_ndcg_at_10,validation_viewplus_ndcg_at_10,validation_favoriteplus_ndcg_at_10
1,0.6921719867889196,0.06936416184971098,0.032569694544345995,0.05115509217029395,0.021556078406307643
2,0.688418835809786,0.07803468208092486,0.041067796381598104,0.05286225382019658,0.026801479618761233
3,0.6849026288071723,0.07225433526011561,0.03720183741061488,0.053165206906847284,0.02963205278999994
4,0.6808227121013485,0.07514450867052024,0.032817160653465856,0.05291997656721682,0.03375176419939884
5,0.6756892449235263,0.07803468208092486,0.03122720978506129,0.05348760449091778,0.035262234411193236
6,0.6690408938551602,0.08959537572254335,0.03663927133906535,0.05501685502813789,0.03744476255901234
7,0.6604846879227521,0.10982658959537572,0.044243763550418626,0.0572207742673322,0.039339267325827335
8,0.6497889569360916,0.10308285163776493,0.042610352486578316,0.057272108785509424,0.042769309129025365
9,0.6370207814321126,0.1252408477842004,0.053952900699516367,0.057789413651955585,0.0472385234205241
10,0.6224074910764825,0.11946050096339114,0.05370077964625587,0.058660864233133145,0.05297894296483259
11,0.6064622067425349,0.13872832369942195,0.0644283889602718,0.058988880206646194,0.05437416579689952
12,0.5900074259875572,0.15028901734104047,0.07025632009054615,0.059151427721534845,0.05331628914098751
13,0.5736001166578841,0.15028901734104047,0.07596993488943461,0.06007471434124934,0.05398114052917835
14,0.5578219155742697,0.15028901734104047,0.08183015871496141,0.060411851034161385,0.05586613363253074
15,0.5429142787031931,0.15028901734104047,0.08230498530311219,0.06096670513425664,0.05591164214313214
16,0.5291380833273065,0.14739884393063585,0.08162042691006553,0.06237680819118936,0.056302865723502314
17,0.5164165541733781,0.14739884393063585,0.08290115859245303,0.06250940554493091,0.057336419419363835
18,0.5046366518490935,0.15028901734104047,0.08333506674280709,0.06274564614690326,0.05771738003964447
19,0.4939372796718388,0.14450867052023122,0.08142453868594664,0.06300841942297493,0.05729592297660964
20,0.48405643032021717,0.16473988439306358,0.08889695277674008,0.0630417284290692,0.05659788823449942
21,0.4749035402520062,0.16473988439306358,0.08895668686062923,0.06300063642483772,0.05500125670736421
22,0.4665986074976725,0.15703275529865127,0.08585963728238218,0.06261071585008399,0.05399638682394018
23,0.4586870715226213,0.15703275529865127,0.08578797626011661,0.062489083662484894,0.05445708433680461
24,0.4515676584145794,0.15703275529865127,0.08566131737027596,0.06298712887755184,0.05523534798893636
25,0.4447738234310934,0.1628131021194605,0.08757608578347026,0.0635931639112445,0.05521235048194106
26,0.43850218269922964,0.1608863198458574,0.08622410255463489,0.06366328570013173,0.05560423123422055
