model,task,split,k,eligible_users,recall,ndcg,hit_rate,precision
dim8,purchase,validation,5,173,0.13391136801541426,0.07507704512084261,0.16184971098265896,0.0323699421965318
dim8,purchase,validation,10,173,0.20809248554913296,0.09985483717897095,0.24855491329479767,0.02601156069364162
dim8,purchase,validation,20,173,0.3044315992292871,0.12507043412718843,0.3583815028901734,0.01907514450867052
dim8,viewplus,validation,5,591,0.03880736112100818,0.07396328362935999,0.2893401015228426,0.06937394247038917
dim8,viewplus,validation,10,591,0.07514094418962453,0.08106891917441664,0.4653130287648054,0.06700507614213198
dim8,viewplus,validation,20,591,0.1484715566521663,0.10988764184219028,0.688663282571912,0.06548223350253808
dim8,favoriteplus,validation,5,467,0.0647598654022637,0.051158841620915926,0.15203426124197003,0.03340471092077088
dim8,favoriteplus,validation,10,467,0.0984560348050712,0.06550425715675987,0.22698072805139186,0.026980728051391865
dim8,favoriteplus,validation,20,467,0.1935717684647021,0.09536867227674199,0.3854389721627409,0.024518201284796575
dim8,purchase,test,5,212,0.09072327044025158,0.06194750054020856,0.12735849056603774,0.026415094339622643
dim8,purchase,test,10,212,0.15125786163522015,0.08314870453843481,0.21226415094339623,0.021698113207547172
dim8,purchase,test,20,212,0.22672955974842768,0.10387958535092305,0.29245283018867924,0.016273584905660377
dim8,viewplus,test,5,611,0.04696649502312121,0.08744380414588093,0.33878887070376434,0.0828150572831424
dim8,viewplus,test,10,611,0.08780054295619252,0.09543841746348855,0.5008183306055647,0.07577741407528642
dim8,viewplus,test,20,611,0.16466018038055263,0.12254629407950891,0.6955810147299509,0.06898527004909984
dim8,favoriteplus,test,5,485,0.05490181639666176,0.0455437411347545,0.1402061855670103,0.0288659793814433
dim8,favoriteplus,test,10,485,0.09762068401243659,0.06269259967209943,0.23711340206185566,0.02577319587628866
dim8,favoriteplus,test,20,485,0.17938962526591393,0.08939450564073047,0.3731958762886598,0.023505154639175258
