epoch,train_loss,validation_purchase_recall_at_10,validation_purchase_ndcg_at_10,validation_viewplus_ndcg_at_10,validation_favoriteplus_ndcg_at_10
1,0.7992809362463899,0.07996146435452794,0.0385751349633781,0.06306205033604796,0.032823645134122156
2,0.781927675991268,0.11271676300578035,0.05281084892943888,0.07341249324145122,0.0441223092610735
3,0.7671713907640059,0.15703275529865127,0.0710837291603934,0.07814341499967886,0.053979584919203925
4,0.753597311266176,0.17341040462427745,0.0792291490861676,0.0774407832051428,0.056498087126841276
5,0.7402430792431255,0.16666666666666666,0.07890780476628698,0.07693765098849967,0.05635345520436818
6,0.7268427616947299,0.17533718689788053,0.0851468988910568,0.07761880188035314,0.060173009012911574
7,0.7138182455366784,0.18111753371868977,0.08389085186222472,0.07721971749584068,0.0592171717154743
8,0.7021575681455843,0.18111753371868977,0.08293365495711376,0.07655964559272796,0.05974581174064382
9,0.6923213777961311,0.18689788053949905,0.087464996782352,0.07649043487931625,0.060189462964575
10,0.6840183525295048,0.18689788053949905,0.0876782228895998,0.07575960123415908,0.06029715346933608
11,0.676627068729191,0.21001926782273606,0.09609583493908944,0.07609430217452202,0.06016410000811453
12,0.669732480258732,0.2042389210019268,0.09703042128696504,0.07557970085110376,0.05831104735542298
13,0.66283058989179,0.19845857418111754,0.09292317311951843,0.07491677225838549,0.05739060745781989
14,0.6558084736813555,0.1955684007707129,0.09226431366935117,0.07292303768802091,0.059011197115173386
15,0.6485899798162691,0.21001926782273606,0.09983242433131974,0.07295343181437307,0.05943406521622871
16,0.6411938922745841,0.20712909441233143,0.09763375770197393,0.07320313685935552,0.06066930615214776
17,0.6335610577038356,0.20712909441233143,0.09964414963040383,0.07275887861071685,0.061575218853130005
18,0.6257996342994354,0.21290944123314068,0.10106652684732395,0.07377393539421062,0.06252406449303281
19,0.6178168877140506,0.21290944123314068,0.10135607203164296,0.07272861693556656,0.06245587698644638
20,0.6101441311312246,0.20712909441233143,0.10054677312413664,0.07245710288427715,0.06426576100662576
21,0.6023138807370112,0.20712909441233143,0.10056026554252341,0.07249831116691378,0.06525956037425515
22,0.5947454964721596,0.20712909441233143,0.09985745706428796,0.0718226326006673,0.06590801043576888
23,0.5871771063123431,0.21868978805394992,0.10497113191846597,0.07170162343341184,0.06713718280107157
24,0.5798553071179233,0.22447013487475917,0.1072908628495173,0.07062112510164009,0.06707387840275035
25,0.5726770457330641,0.23025048169556842,0.11073695282694931,0.07005655708212612,0.0682957978136878
26,0.5657961027962821,0.20134874759152216,0.10559836762230021,0.06964348768573893,0.06821987658429773
27,0.5591059261625939,0.21868978805394992,0.11049932418880473,0.07041222267883304,0.06844626240540368
28,0.552518055334196,0.21868978805394992,0.11045513409631363,0.07038354034724505,0.0681635702900127
29,0.5462650502776052,0.22254335260115607,0.11214354970100739,0.0705331693005279,0.06801686129879876
30,0.540348830458882,0.21098265895953758,0.10818967102170052,0.06966296637205495,0.0697197182667822
31,0.5344921383228931,0.21676300578034682,0.1097457231449958,0.0707754102447037,0.06874640942560169
32,0.5290248600336221,0.21098265895953758,0.1064642155712938,0.07108695128108247,0.06912954879202085
33,0.5237290688923427,0.21098265895953758,0.10548399019560244,0.07083231318994355,0.06949039710369552
34,0.5186028415030175,0.1994219653179191,0.10298813770270843,0.06977481771712687,0.06945678881322505
