model,history_group,min_train_positive_pairs,max_train_positive_pairs,mean_train_positive_pairs,eligible_users,recall_at_10,ndcg_at_10,hit_rate_at_10,precision_at_10
best_hybrid,low,0,14,7.914285714285715,70,0.1457142857142857,0.08261524021969201,0.22857142857142856,0.022857142857142857
best_hybrid,medium,15,26,19.87323943661972,71,0.12323943661971831,0.06891872224798679,0.16901408450704225,0.018309859154929577
best_hybrid,high,26,63,36.91549295774648,71,0.1847417840375587,0.09790463756567155,0.23943661971830985,0.02394366197183099
