model,group,user_count,eligible_share,recall_at_10,ndcg_at_10,hit_rate_at_10,precision_at_10
best_hybrid,all,212,1.0,0.15125786163522015,0.08314870453843481,0.21226415094339623,0.021698113207547172
best_hybrid,learned,205,0.9669811320754716,0.15642276422764229,0.08598792859584478,0.21951219512195122,0.022439024390243905
best_hybrid,fallback,7,0.0330188679245283,0.0,0.0,0.0,0.0
