objective,count,mean,std,min,median,max,positive_share
bce,74364,0.19145677017211213,0.46190737425310097,-1.7410272359848022,0.17230015993118286,2.2300987243652344,0.6551422731429186
bpr,74364,0.09964216812924363,0.256764382505041,-0.9557004570960999,0.10265050828456879,1.003608226776123,0.6486337475122371
