objective,mean,std,min,median,max,cart_pearson,cart_spearman,purchase_pearson,purchase_spearman
bce,-0.5660593389440328,0.196577684496677,-0.997610330581665,-0.5859168767929077,0.012380799278616905,0.615676639776976,0.526881762587348,0.6065985431924817,0.5184781489249982
bpr,-0.017338434968842194,0.16673252165267724,-0.34470993280410767,-0.052597468718886375,0.33933767676353455,0.5953763003650225,0.5244938783413476,0.5899606735043492,0.5107422186097993
