objective,user_norm_mean,user_norm_std,user_norm_min,user_norm_median,user_norm_max,item_norm_mean,item_norm_std,item_norm_min,item_norm_median,item_norm_max,score_mean,score_std,score_min,score_median,score_max
bce,0.37424795296043156,0.18251804189134646,0.0,0.35843417048454285,1.1587231159210205,0.8671715043485164,0.17829791869286507,0.4334522485733032,0.8526383340358734,1.2969852685928345,-0.6691372020575567,0.30295000282354173,-1.9963659048080444,-0.6913958191871643,0.62347811460495
bpr,0.3035972214049745,0.10456373502364429,1.6645850279758956e-12,0.30432136356830597,0.6915833950042725,0.4926633987575769,0.11926742015991976,0.18014881014823914,0.5020759701728821,0.9585631489753723,-0.017574670357626745,0.1788029178581506,-0.5264655351638794,-0.040898291394114494,0.6974908113479614
