epoch,train_loss,validation_purchase_recall_at_10,validation_purchase_ndcg_at_10,validation_viewplus_ndcg_at_10,validation_favoriteplus_ndcg_at_10
1.0,0.7989747681460537,0.07707129094412332,0.04148748098508266,0.06309505988968928,0.03704542942589277
2.0,0.7854028914000962,0.12138728323699421,0.05735530876834936,0.07160196173190901,0.049525443854878656
3.0,0.7736536755666628,0.16473988439306358,0.07822200853492464,0.074626628735653,0.05273607654438008
4.0,0.76319573868762,0.17052023121387283,0.08268019566429125,0.07567821769072647,0.05797701940417627
5.0,0.7534888904173296,0.17630057803468208,0.09211185995192306,0.07506318605573585,0.0600612741328801
6.0,0.7443205504627018,0.19460500963391136,0.09772743992133374,0.07515557283777675,0.06040027857109044
7.0,0.7355021847473396,0.19171483622350674,0.09633716624328176,0.07705117560620067,0.06096094289584138
8.0,0.7268683740070888,0.18978805394990367,0.10290408850488679,0.07628479012745752,0.06106400841238336
9.0,0.7185086391784332,0.19460500963391136,0.10293446203104387,0.0792691610244577,0.06233172370918291
10.0,0.710306295981774,0.1840077071290944,0.09695574126775429,0.0777925709560332,0.059071136270466285
11.0,0.702417715565189,0.18978805394990367,0.10157990627027895,0.07957538336534598,0.05978533294929894
12.0,0.6949238528262128,0.18978805394990367,0.095716440881636,0.07829288803414033,0.05871703600638745
13.0,0.6877956482080313,0.1926782273603083,0.09797059416141646,0.07713218981579134,0.05753036742455016
14.0,0.6809170684971653,0.18111753371868977,0.09358803946869299,0.07811209004699807,0.05693128788127287
